processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
UPDATE,article,{},None,,ea531d05-1206-42fb-932b-7b258b3bdbd0,"update the article with id=11, setting the year=2007",UPDATE,article,{'year': '2007'},{'id': '11'},2,ORIGINAL
DELETE,article,{'author': 'julia hirschberg'},{},,996097fa-ee91-4e33-9890-7265e632d924,"delete all articles where author=""julia hirschberg""",DELETE,article,{},{'author': 'JULIA HIRSCHBERG'},1,ORIGINAL
ADD,Pokemon,{'name': 'squid'},{},,cc5ee634-ca45-42cb-b904-44925d01a4d0,add a pokemon with name='squid',ADD,pokemon,{'name': 'Squid'},{},1,ORIGINAL
READ,Pokemon,{},{},,6a103455-24b6-4c2f-97b4-1c5d81bd54e2,get all pokemons,READ,pokemon,{},{},0,ORIGINAL
READ,student,{'name': 'itamar'},{},,6a6f8103-377f-4f97-bfd5-2f9b703e05d1,get student with name=itamar,READ,student,{},{'name': 'Itamar'},1,ORIGINAL
READ,student,{},{},,bd299147-3dcb-457e-aeae-fa3976fc1aaf,list all students,READ,student,{},{},0,ORIGINAL
ADD,article,"{'title': 'a domesticated movie', 'experiment': ''}",{},,99b12f5f-6861-46c9-a55f-51d583e581ac,add an article with title='dome: a domesticated movie experiment',ADD,article,{'title': 'DoME: A Domesticated Movie Experiment'},{},1,ORIGINAL
UPDATE,article,{},None,,04aa0817-d9e2-465b-9327-f4ca13a3a1c9,"update the article with id=1, setting the year=3021",UPDATE,article,{'year': '3021'},{'id': '1'},2,ORIGINAL
READ,model,{},{},,b1a047bd-8c35-4f66-92a2-51e5085bfea8,show the model,READ,model,{},{},0,ORIGINAL
UPDATE,article,{},None,,a5fdf9da-caec-4bc5-bb77-c0c215faf1bd,"update all articles with year=3021, setting the author='bill gates'",UPDATE,article,{'author': 'Bill Gates'},{'year': '3021'},2,ORIGINAL
READ,article,{'year': '3021'},{},,d7e5e489-2f3b-4dff-b4bb-ea32423a5953,get articles when year=3021,READ,article,{},{'year': '3021'},1,ORIGINAL
ADD,student,"{'name': 'bill', 'lastname': 'gates'}",{},,20534617-6387-4666-993c-2739d9957005,add student with name='bill' and lastname='gates',ADD,student,"{'name': 'Bill', 'lastname': 'Gates'}",{},2,ORIGINAL
ADD,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},,94b4ec83-c0c4-432a-9efa-9b709cfb95d8,"add article with title=""dome: day of my enlightenment"" and publisher=""the matrix""",ADD,article,"{'title': 'DoME: Day of My Enlightenment', 'publisher': 'The Matrix'}",{},2,ORIGINAL
ADD,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},,a9be1eaa-f14f-4d08-96af-1865e982c4a5,add an article with title='dome: day of my enlightenment' and publisher='the matrix',ADD,article,"{'title': 'DoME: Day of My Enlightenment', 'publisher': 'The Matrix'}",{},2,ORIGINAL
ADD,article,{'title': 'dome: day of my enlightenment'},{},,f75f6a4e-921f-4e52-b130-aeec88f61ab8,add an article with title='dome: day of my enlightenment',ADD,article,{'title': 'DoME: Day of My Enlightenment'},{},1,ORIGINAL
UPDATE,article,{},None,,17054ebd-fdd7-4b37-8b94-6f601fee3ab0,"update article with id=2, setting publisher='the matrix'",UPDATE,article,{'publisher': 'The Matrix'},{'id': '2'},2,ORIGINAL
UPDATE,article,{},None,,e9abd510-ee5c-42ad-a022-d081371f7fa2,"update article with id=2, setting year=2222",UPDATE,article,{'year': '2222'},{'id': '2'},2,ORIGINAL
UPDATE,article,{},None,,c10d57f2-cd87-45a0-99e9-45c77097a027,"update article with id=2, setting circulation=10000",UPDATE,article,{'circulation': '10000'},{'id': '2'},2,ORIGINAL
ADD,student,"{'name': 'daniel', 'lastname': 'burns'}",{},,e70806e9-07ba-4422-8a20-c8b2fb8e37e1,add student with name='daniel' and lastname='burns',ADD,student,"{'name': 'Daniel', 'lastname': 'Burns'}",{},2,ORIGINAL
ADD,Goblin,{'goblin': 'goblin'},{},,1d162805-6fdc-4c87-8fbc-5aa62e6ae394,"add goblin with title='streaming services' and text='netflix, amazon prime, disney+, star+'",ADD,goblin,"{'title': 'Streaming services', 'text': 'Netflix, Amazon Prime, Disney+, Star+'}",{},2,ORIGINAL
READ,goblin,{'goblins': ''},{},,e9b1909b-cc8d-4d80-aa63-af30a0996e73,list my goblins,READ,goblins,{},{},0,ORIGINAL
READ,Goblin,{'goblins': ''},{},,c5a235dc-c669-43ce-a109-98169447ba19,get goblins,READ,goblins,{},{},0,ORIGINAL
READ,streaming,{},{},,1955405b-2558-4a22-9501-2028df3327bb,get streamings,READ,streaming,{},{},0,ORIGINAL
ADD,name,{},{},,cf677572-c0e2-4d7d-b7da-a48a70f1dbce,add klingon with name='gowron',ADD,klingon,{'name': 'gowron'},{},1,ORIGINAL
DELETE,Klingon,{},{},,1e9990af-7d3b-4a61-9fcc-f5ecc2fae4d6,kill all klingons,DELETE,klingon,{},{},0,ORIGINAL
ADD,equipment,"{'name': 'engine', 'sector': 'generators'}",{},,48f88b46-3e7a-4cae-b96b-36c9ddf89c94,add equipment with name = 'engine' and sector = 'generators',ADD,equipment,"{'name': 'Engine', 'sector': 'Generators'}",{},2,ORIGINAL
ADD,equipment,"{'sector': 'metal shaping', 'manager': 'anderson smith'}",{},,2b1871df-1512-4ba3-bd10-962a74218162,"add equipment with name = 'furnace', sector = 'metal shaping' and manager = 'anderson smith'",ADD,equipment,"{'name': 'Furnace', 'sector': 'Metal shaping', 'manager': 'Anderson Smith'}",{},3,ORIGINAL
READ,equipment,{},{},,d8192448-2d39-456a-8460-8c597e9d4731,list equipment,READ,equipment,{},{},0,ORIGINAL
READ,,None,None,,4e670159-d622-4a6b-ae42-4503a46f1281,"list equipment, filtering by name starting with 'en'",READ,equipment,{},{'name': 'En'},1,ORIGINAL
UPDATE,equipment,{},None,,77eb0afd-d070-4c50-a4e7-763e2fedb4e8,"for the equipment with name = 'furnace', change manager to 'jane cooper'",UPDATE,equipment,{'manager': 'Jane Cooper'},{'name': 'Furnace'},2,ORIGINAL
DELETE,equipment,{'sector': 'is 'generators'},{},,f0c8da15-7aad-4887-8231-30560e1582d1,please delete equipment whose sector is 'generators',DELETE,equipment,{},{'sector': 'Generators'},1,ORIGINAL
ADD,person,{'name': 'chuck'},{},,083671e6-9ada-4246-bdcb-ff337b2fd769,add person with name='chuck',ADD,person,{'name': 'chuck'},{},1,ORIGINAL
READ,person,{},{},,a011d534-278f-4e1c-ac3b-46a2a55e0006,get all persons,READ,person,{},{},0,ORIGINAL
READ,person,{'name': 'chuck'},{},,8a5b4685-7db3-41e3-ab64-ebcfca643a8d,get all person with name chuck,READ,person,{},{'name': 'chuck'},1,ORIGINAL
ADD,article,{'title': 'quantum machine learning'},{},,1d353e39-e5a7-4ee0-818c-79920a7d3373,add an article with title='quantum machine learning',ADD,article,{'title': 'Quantum Machine Learning'},{},1,ORIGINAL
UPDATE,article,{},None,,5db59eba-80c3-4790-98bc-e86f439733b4,"update the article with id=1, setting the year=2021.",UPDATE,article,{'year': '2021'},{'id': '1'},2,ORIGINAL
DELETE,article,{'year': '2021'},{},,1d0d253c-b99e-4661-a7b5-51a053027b9e,delete all articles with year=2021.,DELETE,article,{},{'year': '2021'},1,ORIGINAL
ADD,show,{'name': 'paul di'anno'},{},,5fd1b7f2-f784-4d4c-a477-7f1cb39212c7,add show with name=paul di'anno,ADD,show,{'name': 'Paul Di'Anno'},{},1,ORIGINAL
READ,results,{'results': ''},{},,deb6589b-fdda-41f5-94dd-d70164cefcc8,show me the results,READ,results,{},{},0,ORIGINAL
READ,show,{},{},,6f1870ba-720a-49ab-89d7-53bc79452a9c,get all shows_,READ,show,{},{},0,ORIGINAL
READ,,None,None,,97a4f0d2-a0e0-47af-b1c3-988e288f3fc9,get the show_,READ,show,{},{},0,ORIGINAL
READ,show,{'shows': ''},{},,301e1b7b-30f5-40fa-ac31-829da990a470,show me all shows_,READ,show,{},{},0,ORIGINAL
READ,,None,None,,eef97732-ab98-4569-ae3e-4cefb17e83d5,show me all show_,READ,show,{},{},0,ORIGINAL
READ,show,{'shows': ''},{},,fd78ba19-eedd-4abc-9f75-caa9e0281ab8,show me the shows_,READ,show,{},{},0,ORIGINAL
READ,,None,None,,2fa021e9-69fb-4a89-bdda-18af4d10a8fa,show shows_,READ,show,{},{},0,ORIGINAL
READ,student,{},{},,c2a04e5e-0b5b-4005-98b9-ade8ead95016,show students or whatever,READ,student,{},{},0,ORIGINAL
ADD,student,{},{},,c9d7b724-63d7-47ef-a21c-d3a3fb40f730,add student joão daniel,ADD,student,{'name': 'João Daniel'},{},1,ORIGINAL
READ,show,{'shows': ''},{},,dee2a103-29e6-4089-b106-929c8c97a0bb,show me all shows,READ,show,{},{},0,ORIGINAL
ADD,class,"{'name': 'de', 'dados': ''}",{},,cb11ce3f-e538-4a28-a422-6f43430c6431,add class with name=“estrutura de dados”,ADD,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
ADD,student,{'name': 'joão daniel'},{},,0a350f4a-b7f0-4d72-a19c-8dcb7cbfd4e4,add student with name joão daniel,ADD,student,{'name': 'João Daniel'},{},1,ORIGINAL
ADD,class,"{'name': 'de', 'dados': ''}",{},,12c09253-02f1-4b7d-8713-f0649bc6295c,add class with name=‘estrutura de dados’,ADD,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
ADD,Estrutura_de_dados,{'name': 'estrutura de dados'},{},,d8239b31-d685-4f3e-a1be-3876cb9bd023,add class with name=estrutura de dados,ADD,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
ADD,student,{'name': 'joão daniel'},{},,aa0c0cfe-56e3-4c5c-826c-27a45551b71b,"add student with name = ""joão daniel""",ADD,student,{'name': 'João Daniel'},{},1,ORIGINAL
ADD,student,{'name': 'joão daniel'},{},,73c4a3fe-fb57-473b-8a6f-b2d6fd04a61a,add student with name = 'joão daniel',ADD,student,{'name': 'João Daniel'},{},1,ORIGINAL
ADD,student,{'name': 'joao daniel'},{},,b0854377-641c-4e9f-9060-0ac3cd5f1b7d,add student with name = 'joao daniel',ADD,student,{'name': 'Joao Daniel'},{},1,ORIGINAL
ADD,student,{'name': 'estrutura de dados’'},{},,6a3e401e-da77-4069-8665-988106f91ba8,add student with name=‘estrutura de dados’,ADD,student,{'name': 'estrutura de dados'},{},1,ORIGINAL
READ,student,{},{},,e3ab38d9-8cab-4999-bd76-8b5e88ee94c2,"plese, show students",READ,student,{},{},0,ORIGINAL
READ,student,{},{},,e14b7945-063e-4f7a-ac28-e8b5657c17bd,would you please show students,READ,student,{},{},0,ORIGINAL
READ,student,{},{},,3104fc83-647f-476b-ab26-77e14be90791,would you please show me students,READ,student,{},{},0,ORIGINAL
READ,student,{},{},,0c044cdc-ac1d-4002-940f-1353619b5016,would you please show me all students you have,READ,student,{},{},0,ORIGINAL
DELETE,show,{'name': 'paul dianno'},{},,873b020e-7e59-4e99-9c9b-59e39a12e34f,delete a show with name=paul dianno,DELETE,show,{},{'name': 'Paul DiAnno'},1,ORIGINAL
ADD,student,{'name': 'alinson'},{},,9d3ed47b-8127-412c-b786-9c2518ba72bc,include student with name=alinson,ADD,student,{'name': 'Alinson'},{},1,ORIGINAL
READ,show,{'shows': ''},{},,0c12f524-c5d6-4965-8e38-9535d8476e41,show me shows,READ,show,{},{},0,ORIGINAL
ADD,show,"{'name': 'paul di'anno', 'date': '01/27/2023'}",{},,3c21bacd-bf9d-4ffb-b920-5ec82282e282,add a show with name = paul di'anno and date = 01/27/2023,ADD,show,"{'name': 'Paul Di'Anno', 'date': '01/27/2023'}",{},2,ORIGINAL
UPDATE,article,{},None,,f0a29aa6-9ea4-4aa0-8bd3-2e3bd9fb921f,"update the article with id=4, setting the email=alinson.donato@gmail.com",UPDATE,article,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
READ,student,{'id': '4'},{},,5a66bba9-f2b9-4e1d-8a45-113483517c50,get student with id=4,READ,student,{},{'id': '4'},1,ORIGINAL
ADD,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},,6856a3dc-9843-4ca4-ae24-8fefb9cfd1b5,"add show with name = renegados, and date = 01/28/2023 and place = centro cultural bnb",ADD,show,"{'name': 'Renegados', 'date': '01/28/2023', 'place': 'Centro Cultural BNB'}",{},3,ORIGINAL
READ,student,{},{},,17a26aaa-5870-41ca-9a6d-687993125150,get student with email=alinson.donato@gmail.com,READ,student,{},{'email': 'alinson.donato@gmail.com'},1,ORIGINAL
UPDATE,student,{},None,,cd49406f-637c-48ca-8960-13654cb247ce,"update the student with id=4, setting the email=alinson.donato@gmail.com",UPDATE,student,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
ADD,show,"{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}",{},,c6929072-c43a-4983-a846-8b13b23383be,"add show with name = metallica, and date = 02/30/2023 and place = castelao",ADD,show,"{'name': 'Metallica', 'date': '02/30/2023', 'place': 'Castelao'}",{},3,ORIGINAL
ADD,student,{'donato': ''},{},,933f9780-93e2-4a1c-9771-5a2fcd50fadf,add student with name=donato,ADD,student,{'name': 'Donato'},{},1,ORIGINAL
ADD,student,{'donato': ''},{},,b4231c05-c3ba-49b8-8f18-8c290b1e691e,"add student with name=donato, email=alinson.donato@prf.gov.br",ADD,student,"{'name': 'Donato', 'email': 'alinson.donato@prf.gov.br'}",{},2,ORIGINAL
DELETE,student,{},{},,75cfcf54-2fe0-4451-8051-b04a45dc72f9,delete the student with email=alinson.donato@prf.gov.br,DELETE,student,{},{'email': 'alinson.donato@prf.gov.br'},1,ORIGINAL
UPDATE,student,{},None,,198a3593-10cd-4f41-b721-22ca82af6bd0,update the student with name=alinson with name=alinson donato,UPDATE,student,{'name': 'Alinson Donato'},{'name': 'Alinson'},2,ORIGINAL
ADD,student,{'table': 'students; --'},{},,2bbd78c1-51e7-49ec-aa8e-b56ecaebd234,"create student with name="" or 1=1); drop table students; --""",ADD,student,"{'name': 'or 1=1)', 'table': 'STUDENTS'}",{},2,ORIGINAL
UPDATE,show,{},None,,5d5edd4e-8855-4e7d-a8e7-c04007173f17,"update a show with name metallica, replace date with 10/22/2024",UPDATE,show,{'date': '10/22/2024'},{'name': 'metallica'},2,ORIGINAL
READ,show,{},{},,ba6fcee0-c545-4a20-b445-f2ff5e155f9f,get all shows,READ,show,{},{},0,ORIGINAL
ADD,student,{'table': 'students; --'},{},,3ba813d2-8082-4e7f-9294-ea00cca9c23f,"create student with name="" or 1=1}; drop table students; --""",ADD,student,"{'name': '1=1', 'table': 'STUDENTS'}",{},2,ORIGINAL
ADD,student,{'table': 'students; --'},{},,a138a48d-d5d0-4827-aba0-f24a0bff6cc2,"create student with name=""' or 1=1; drop table students; --""",ADD,student,"{'name': '1=1', 'table': 'STUDENTS'}",{},2,ORIGINAL
ADD,student,{'table': 'student; --'},{},,65e3c7fd-0751-4d43-8809-1cca571d6026,"create student with name=""' or 1=1; drop table student; --""",ADD,student,"{'name': '1=1', 'table': 'STUDENT'}",{},2,ORIGINAL
ADD,article,"{'experimental_framework': 'simulation', 'benchmark': ''}",{},,dd25819d-cb56-4982-879e-54b9f7282088,"add an article with title='experimental framework, simulation, benchmark'",ADD,article,"{'title': 'Experimental framework, Simulation, Benchmark'}",{},1,ORIGINAL
ADD,student,{'table': 'students; --'},{},,4805bdfa-dd91-4dd7-a421-9de3b1bc902a,create student with name=' or 1=1; drop table students; --',ADD,student,"{'name': '1=1', 'table': 'STUDENTS'}",{},2,ORIGINAL
UPDATE,article,{},None,,97a6f32a-ec88-43d4-aaab-da8a1eb41ee3,"update the article with id=1, setting the
year=2020",UPDATE,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
UPDATE,article,{},None,,f1daed22-0c9a-4f8a-9bdc-704ddc7f72d3,"update the article with id=2, setting the
author='zé das couves'",UPDATE,article,{'author': 'Zé das Couves'},{'id': '2'},2,ORIGINAL
UPDATE,article,{},None,,5e438708-d412-4803-babe-2de3140f85dc,"update the article with id=3, setting the
year=2020",UPDATE,article,{'year': '2020'},{'id': '3'},2,ORIGINAL
ADD,student,{'name': 'robert'); drop table students; --'},{},,8f796706-a82c-491a-bef5-bfbf2fc0ebcd,"create student with name=""robert'); drop table students; --""",ADD,student,"{'name': 'Robert', 'table': 'STUDENTS'}",{},2,ORIGINAL
ADD,student,"{'name': 'robert', 'table': 'students; --'}",{},,e1992033-ec8c-421b-8892-b2ec84846696,"create student with name=""robert' and 1=1); drop table students; --""",ADD,student,"{'name': 'Robert', 'table': 'STUDENTS'}",{},2,ORIGINAL
ADD,student,{'student': 'com'},{},,448079b8-a5e5-4661-a1cf-391dc7515b7f,"create student with email=""alinson.donato@gmail.com' and 1=1); drop table students; --""",ADD,student,"{'email': 'alinson.donato@gmail.com', 'table': 'STUDENTS'}",{},2,ORIGINAL
ADD,student,{'student': 'com'},{},,d786fc8e-785d-4cf7-abd7-54a04646a493,"create student with email=""alinson.donato@gmail.com' and 1=1); drop database managedsys_web; --""",ADD,student,"{'email': 'alinson.donato@gmail.com', 'database': 'MANAGEDSYS_WEB'}",{},2,ORIGINAL
ADD,student,{'_': 'com'},{},,fd9b696c-e3b2-45e6-b99e-31e2829b0ccb,create student with email=amg@gmail.com,ADD,student,{'email': 'amg@gmail.com'},{},1,ORIGINAL
READ,,None,None,,ea1e7bec-1cf2-4aa6-81fa-6e4f6d75796b,show tables,READ,tables,{},{},0,ORIGINAL
ADD,Sku,{'name': 'john doe'},{},,4a5fe7e6-c142-4d77-b210-ed87350e8a4f,add sku with name='john doe',ADD,sku,{'name': 'John Doe'},{},1,ORIGINAL
READ,SKU,{},{},,07b2b399-859f-4d93-8717-2da3da6010a0,show skus,READ,sku,{},{},0,ORIGINAL
ADD,Elf,"{'name': 'galadriel', 'type': 'forest'}",{},,1bea2c46-5308-4a8d-858d-d25d50d12a3d,add elf with name='galadriel' and type='forest',ADD,elf,"{'name': 'Galadriel', 'type': 'Forest'}",{},2,ORIGINAL
UPDATE,subject,{},None,,3067dc24-d3c5-4af3-ad10-a11f3e6ef5ab,"update the subject where name=""data structures"", setting semester=""2023.1""",UPDATE,subject,{'name': 'Data Structures'},{'semester': '2023.1'},2,ORIGINAL
ADD,Elf,{'elf': 'galadriel'},{},,6b48c5b3-c458-4e9a-a17f-dd4b44fcc26f,"add elf with name='galadriel', type='forest', age='1247', ringtype='water' and power='perception'",ADD,elf,"{'name': 'Galadriel', 'type': 'Forest', 'age': '1247', 'ringtype': 'Water', 'power': 'Perception'}",{},5,ORIGINAL
ADD,Elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},,b9014175-e8e6-44d2-b9c8-7d34663fed91,"add elf with name='galadriel', type='forest', age='1247', ringtype='water', power='perception'",ADD,elf,"{'name': 'Galadriel', 'type': 'Forest', 'age': '1247', 'ringtype': 'Water', 'power': 'Perception'}",{},5,ORIGINAL
ADD,Elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}",{},,88628b83-92e4-47be-9044-3d7295912125,"add elf with name='galadriel', type='forest', age='1247', power='perception'",ADD,elf,"{'name': 'Galadriel', 'type': 'Forest', 'age': '1247', 'power': 'Perception'}",{},4,ORIGINAL
ADD,Elf,{'elf': 'galadriel'},{},,1289ce51-e365-44b0-b42f-d0c374ad0e6a,"add elf with name='galadriel', type='forest', age='1247', ring type='water' and power='perception'",ADD,elf,"{'name': 'Galadriel', 'type': 'Forest', 'age': '1247', 'ring': 'type='Water' and power='Perception'}",{},4,ORIGINAL
ADD,Elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},,42aa63fe-6b61-48d1-af47-a7f84075f0b8,"add elf with name=galadriel, type=forest, age=1247, ringtype=water and power=perception",ADD,elf,"{'name': 'Galadriel', 'type': 'Forest', 'age': '1247', 'ringtype': 'Water', 'power': 'Perception'}",{},5,ORIGINAL
READ,student,{'name': 'eliakim'},{},,2e2282b3-ec3b-4b13-86d0-06b069d62299,get student with name=eliakim',READ,student,{},{'name': 'Eliakim'},1,ORIGINAL
ADD,student,{'name': 'anderson'},{},,c90521c1-c2e6-4b34-825c-8aee7ef9a72d,include student with name=anderson,ADD,student,{'name': 'Anderson'},{},1,ORIGINAL
ADD,student,{'name': 'eliakim'},{},,f8310af8-24c2-4a91-a47f-432a0552ed16,include student with name=eliakim,ADD,student,{'name': 'Eliakim'},{},1,ORIGINAL
READ,student,{},{},,76258fad-0c20-43df-88f9-6a108e776fa4,list students,READ,student,{},{},0,ORIGINAL
ADD,article,{},{},,dee2c064-ce79-478f-865e-75f4b00a1d1d,add an article with title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas',ADD,article,{'title': 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas'},{},1,ORIGINAL
ADD,article,"{'title': 'linking code reviews to source', 'code': 'source', 'changes': ''}",{},,16436137-e2f6-4a1e-8386-82a596bdb74d,add an article with title = 'crop: linking code reviews to source code changes',ADD,article,{'title': 'CROP: Linking Code Reviews to Source Code Changes'},{},1,ORIGINAL
UPDATE,article,{},None,,46db2852-deaa-4161-9f7e-379b0cf54f31,"update the article with id=4, setting the year=2018",UPDATE,article,{'year': '2018'},{'id': '4'},2,ORIGINAL
DELETE,article,{'year': '2018'},{},,4e7dfdf8-8ce4-40d5-9520-7226b1bc150d,delete all articles with year=2018.,DELETE,article,{},{'year': '2018'},1,ORIGINAL
ADD,article,"{'title': 'with iot defiant', 'components': ''}",{},,b3c2dc5b-3f95-44bb-bc53-d6a655c0d3d1,add an article with title = 'dealing with iot defiant components',ADD,article,{'title': 'Dealing with IoT Defiant Components'},{},1,ORIGINAL
UPDATE,article,{},None,,61e8d7e5-e517-413d-8338-74054eac6a8a,"update the article with id=1, setting the year=2020",UPDATE,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
UPDATE,article,{},None,,6b8672e3-fa1e-4dee-a608-25ae3fccc968,"update the article with id=5, setting the author='adrilene fonseca'",UPDATE,article,{'author': 'Adrilene Fonseca'},{'id': '5'},2,ORIGINAL
DELETE,article,{'author': 'zé das couves'},{},,5f872fa9-a96b-4a05-96d9-4016b2548b25,delete all articles with author=zé das couves,DELETE,article,{},{'author': 'Zé das Couves'},1,ORIGINAL
ADD,article,{'title': 'behind the intents: an in-depth empirical study on software refactoring in modern code review'},{},,fc73f08f-3659-4b20-a66c-8bb40badc278,add an article with title='behind the intents: an in-depth empirical study on software refactoring in modern code review',ADD,article,{'title': 'Behind the intents: An in-depth empirical study on software refactoring in modern'},{},1,ORIGINAL
UPDATE,article,{},None,,c459c776-2fb5-49df-80ec-585e13ba4983,"update the article with id=6, setting the
year=2020",UPDATE,article,{'year': '2020'},{'id': '6'},2,ORIGINAL
ADD,student,{'student': 'freitas'},{},,2a17f5e7-e522-4a0f-ade5-8fb04d4d602e,"include student with name=matheus freitas, email=fernandes.matheus@aluno.uece.br",ADD,student,"{'name': 'Matheus Freitas', 'email': 'fernandes.matheus@aluno.uece.b'}",{},2,ORIGINAL
READ,student,{},{},,73f9a2da-30bb-4f39-b938-de22df6d8e9f,show me all student,READ,student,{},{},0,ORIGINAL
ADD,article,"{'title': 'building microservices: using an api gateway', 'author': 'chris richardson'}",{},,0c3c4f40-430d-41c2-ac3c-156784805c56,"add an article with title=building microservices: using an api gateway, author=chris richardson",ADD,article,"{'title': 'Building Microservices: Using an API Gateway', 'author': 'Chris Richardson'}",{},2,ORIGINAL
ADD,article,"{'title': 'introduction to microservices', 'author': 'chris richardson'}",{},,f166b58e-0d35-4e27-b9ed-fb925e13eefb,"add an article with title=introduction to microservices, author=chris richardson",ADD,article,"{'title': 'Introduction to MIcroservices', 'author': 'Chris Richardson'}",{},2,ORIGINAL
UPDATE,article,{},None,,a78fb03b-6dcd-4e79-a1ca-d8d37f12e622,"update the article with id=7, setting the year=2018",UPDATE,article,{'year': '2018'},{'id': '7'},2,ORIGINAL
ADD,subject,"{'name': 'data structures', 'professor': 'ana luiza'}",{},,2997f91e-c830-4914-92ac-f54cd6e225b7,"add a subject with name=""data structures"" and professor=""ana luiza""",ADD,subject,"{'name': 'Data Structures', 'professor': 'Ana Luiza'}",{},2,ORIGINAL
ADD,subject,"{'name': 'data structures', 'professor': 'josé negreiros'}",{},,965ee0d8-bdcc-40ac-a8a0-3ee35ec27cee,"add a subject with name=""data structures"" and professor=""josé negreiros""",ADD,subject,"{'name': 'Data Structures', 'professor': 'José Negreiros'}",{},2,ORIGINAL
READ,subject,{},{},,e94fe419-5768-4bec-b44d-73039c5a6198,get subject,READ,subject,{},{},0,ORIGINAL
ADD,subject,"{'name': 'linear algebra', 'professor': 'thelmo pontes'}",{},,2fde2481-7323-41c4-903f-2e3cad685165,"add a subject with name ""linear algebra"" and professor=""thelmo pontes""",ADD,subject,"{'name': 'Linear Algebra', 'professor': 'Telmo Pontes'}",{},2,ORIGINAL
UPDATE,subject,{},None,,4aac36c9-aba0-431d-8826-f23ac02f64ac,"update the subject with name=""linear algebra"", setting professor=""thelmo pontes""",UPDATE,subject,{'professor': 'Thelmo Pontes'},{'name': 'Linear Algebra'},2,ORIGINAL
UPDATE,subject,{},None,,13276e72-72d8-46cc-aef5-7a2a3c4249af,"update the subject with id=3, setting professor=""thelmo pontes""",UPDATE,subject,{'professor': 'Thelmo Pontes'},{'id': '3'},2,ORIGINAL
READ,subject,{},{},,bdf317c1-90eb-40ff-81a4-d9b43a19461a,get subjects,READ,subject,{},{},0,ORIGINAL
UPDATE,subject,{},None,,eb421e8f-a7ba-4947-a1b8-6e4d4902062f,"update the subject with name=""data structures"", setting semester=""2023.1""",UPDATE,subject,{'semester': '2023.1'},{'name': 'Data Structures'},2,ORIGINAL
UPDATE,subject,{},None,,a22e2e2d-c161-455f-a011-06c9c73b7ef7,"update the subject where name=""data structures"", settingthe semester=""2023.1""",UPDATE,subject,{},{},0,ORIGINAL
UPDATE,subject,{},None,,b80e389a-3b60-44c9-beae-87b7c5512d77,"update the subject where name=""data structures"", setting the semester=""2023.1""",UPDATE,subject,{'semester': '2023.1'},{'name': 'Data Structures'},2,ORIGINAL
UPDATE,subject,{},None,,13d18dcc-2970-4070-b43d-7f35c753f9d2,"update the subject where semester=""2023.1"", setting name=""data structures""",UPDATE,subject,{'name': 'Data Structures'},{'semester': '2023.1'},2,ORIGINAL
ADD,subject,{'name': 'brazilian history'},{},,a66a3e69-573a-44b8-af7b-72a47cef6d6f,add a subject with name='brazilian history',ADD,subject,{'name': 'Brazilian History'},{},1,ORIGINAL
READ,subject,{},{},,d7cb84d4-0f34-4c9a-8f2c-8fdc5718c9e2,get all subjects,READ,subject,{},{},0,ORIGINAL
UPDATE,subject,{},None,,7a36f41a-a288-4958-b0a5-1a627f43547d,"update subject with id=4, setting the main reference to 'brasil, uma história'",UPDATE,subject,"{'main_reference': 'to 'Brasil, uma História'}",{'id': '4'},2,ORIGINAL
READ,pizza,{},{},,3fec3032-6517-4b5c-b704-ce16ef2af9a0,get pizzas,READ,pizza,{},{},0,ORIGINAL
ADD,pizza,{'flavour': 'pepperoni'},{},,89f060c9-c3d4-46a7-bc29-c22c9fedaa64,add a pizza with flavour='pepperoni',ADD,pizza,{'flavour': 'pepperoni'},{},1,ORIGINAL
READ,,None,None,,cdc699aa-f13a-43b9-9d62-b0ba8e40e113,show pizzas,READ,pizza,{},{},0,ORIGINAL
ADD,ice,{'flavour': 'vanilla'},{},,0d6e88a9-af84-4b13-8558-e0cb5ed8a1c3,add a ice cream with flavour=vanilla,ADD,ice_cream,{'flavour': 'vanilla'},{},1,ORIGINAL
